racer_number,racer_name,races,wins,win_rate
4897,深見 亜由美,210,12,0.0571
5341,山道 諄也,209,5,0.0239
5396,近藤 来希,209,1,0.0048
3544,豊田 訓靖,209,11,0.0526
4863,三浦 裕貴,208,20,0.0962
4792,杉村 賢也,208,30,0.1442
4176,樋口 喜彦,208,12,0.0577
5380,野田 亜湖,208,0,0.0
4244,鈴木 成美,208,20,0.0962
5118,野田 なづき,208,25,0.1202
5412,久保田 凪紗,208,0,0.0
5342,原村 百那,207,2,0.0097
3302,谷川 里江,207,35,0.1691
3704,本部 めぐみ,207,10,0.0483
4041,小林 基樹,207,16,0.0773
5061,中村 駿平,207,15,0.0725
4650,中山 雄太,206,43,0.2087
5393,藤原 駿,206,0,0.0
3567,吉岡 誠,206,15,0.0728
5148,松本 怜,206,25,0.1214
4889,後藤 盛也,205,36,0.1756
3778,安達 美帆,204,7,0.0343
5407,中岡 駿,204,2,0.0098
5237,永松 良教,204,20,0.098
3986,沖島 広和,204,26,0.1275
5361,植竹 玲奈,203,2,0.0099
5416,龍田 真白,203,6,0.0296
5305,伊藤 栞,202,4,0.0198
5347,井澤 聖奈,201,0,0.0
5417,小柳 勝希,201,5,0.0249
3286,坂東 満,201,23,0.1144
5372,上岡 巧汰,200,2,0.01
4729,佐藤 謙史朗,200,19,0.095
5397,寺田 夢生,200,0,0.0
3653,品川 賢次,199,12,0.0603
4479,矢野 真梨菜,199,13,0.0653
3578,塩田 雄一,199,14,0.0704
5411,木下 虎之輔,199,1,0.005
3372,加藤 雅之,198,6,0.0303
5366,塩嶋 泰空,198,1,0.0051
4964,土屋 南,198,42,0.2121
3871,池田 紫乃,197,19,0.0964
5403,藤山 湧太,197,1,0.0051
5128,坪井 爽佑,197,16,0.0812
5409,宮本 琉正,197,4,0.0203
4355,小川 広大,196,7,0.0357
5413,宮城 那菜,196,1,0.0051
4498,宮本 夏樹,196,28,0.1429
3207,田村 美和,196,8,0.0408
4666,日笠 勝弘,195,15,0.0769
5387,戸田 海咲音,194,0,0.0
5395,日高 龍之介,194,6,0.0309
4519,清水 沙樹,193,42,0.2176
5391,出穂 和鼓,193,0,0.0
5293,眞崎 武蔵,193,5,0.0259
5390,高橋 涼夏,193,2,0.0104
5370,日隈 茜,192,0,0.0
4313,西村 美智子,191,40,0.2094
4784,向井田 真紀,190,19,0.1
4724,吉田 祐貴,190,6,0.0316
4882,瀧川 千依,189,15,0.0794
5209,小野 京平,189,4,0.0212
5124,上瀧 絢也,189,12,0.0635
3832,下田 哲也,189,11,0.0582
3953,志道 吉和,189,13,0.0688
5175,島崎 丈一朗,188,20,0.1064
4534,坂 咲友理,188,11,0.0585
5324,畑田 希咲,188,5,0.0266
5367,赤松 咲香,188,2,0.0106
5420,吉原 快誓,188,0,0.0
5418,堀内 亜海,188,0,0.0
4843,深尾 巴恵,187,31,0.1658
3630,黒田 誠司,187,8,0.0428
5101,表 健太,187,4,0.0214
4753,森 照夫,186,19,0.1022
5358,増本 杏珠,186,1,0.0054
5117,冨名腰 桃奈,186,19,0.1022
5253,藤井 太雅,185,20,0.1081
5399,長野 未来,184,0,0.0
5138,村本 大成,184,9,0.0489
3461,渡邊 哲也,183,12,0.0656
3538,菊池 峰晴,183,12,0.0656
4275,菅野 はやか,181,5,0.0276
5147,田中 勇輔,181,14,0.0773
3801,五反田 忍,180,27,0.15
3726,桂林 寛,179,16,0.0894
3591,後藤 孝義,179,7,0.0391
5304,井田 涼介,177,3,0.0169
5201,村上 宗太郎,177,17,0.096
3444,香月 大介,177,13,0.0734
4681,太田 潮,175,12,0.0686
4884,勝浦 真帆,175,32,0.1829
4268,和合 俊介,175,6,0.0343
4885,大山 千広,175,51,0.2914
3820,樫葉 次郎,173,2,0.0116
5235,岩田 凌,172,10,0.0581
5283,植木 美帆,172,8,0.0465
4865,立具 敬司,171,17,0.0994
3176,長谷川 巌,171,15,0.0877
4569,中澤 宏奈,171,23,0.1345
5169,堀本 翔太,169,10,0.0592
4385,鈴木 祐美子,169,10,0.0592
5427,港 理樹,169,1,0.0059
5402,塚越 陸斗,168,0,0.0
5410,今泉 澪,168,1,0.006
3353,前田 光昭,167,10,0.0599
5077,滝沢 崚,167,10,0.0599
5415,阿部 未侑,167,0,0.0
5373,諏訪 玲奈,166,1,0.006
5122,相馬 翔,164,18,0.1098
3081,岡本 慎治,162,23,0.142
4683,向井田 直弥,162,18,0.1111
3070,山室 展弘,161,26,0.1615
4660,宇田川 信一,160,11,0.0688
5174,川井 萌,156,28,0.1795
3289,高橋 淳美,156,11,0.0705
5434,藤田 康生,152,3,0.0197
5180,藤本 紗弥香,150,15,0.1
3895,堀本 裕也,149,12,0.0805
4997,濱崎 寿里矢,149,9,0.0604
4548,篠木 亜衣花,148,6,0.0405
5432,安藤 瑠希,147,3,0.0204
3631,田添 康介,145,4,0.0276
5251,沼田 七華,142,1,0.007
5441,鈴木 雄登,142,6,0.0423
4162,竹本 太樹,139,9,0.0647
5363,山本 凱立,139,1,0.0072
4940,白石 有美,139,5,0.036
5164,森田 梨湖,138,3,0.0217
5176,石倉 拓美,138,7,0.0507
3921,川村 正輝,138,13,0.0942
4510,坂本 奈央,138,3,0.0217
4990,田中 博子,136,5,0.0368
4956,齊藤 大将,136,11,0.0809
5401,谷 海夏人,136,2,0.0147
4854,大橋 由珠,134,8,0.0597
5436,市川 瑚幸,134,0,0.0
3939,渡辺 真至,133,25,0.188
5426,甲斐 貴大,133,0,0.0
5200,筒井 美琴,132,1,0.0076
5052,赤井 星璃菜,132,14,0.1061
5439,志賀 美優,132,1,0.0076
4080,山崎 哲司,131,45,0.3435
5113,黒明 花夢,130,7,0.0538
3645,淺田 千亜希,130,14,0.1077
4758,富樫 麗加,129,25,0.1938
5433,米本 圭佑,129,0,0.0
3246,星野 政彦,125,9,0.072
3851,森田 昭彦,125,5,0.04
5204,宇恵 有香,124,10,0.0806
4954,内山 峻輔,123,9,0.0732
4781,西舘 果里,122,10,0.082
5438,星田 夢結,122,0,0.0
3346,宮本 裕之,121,9,0.0744
5184,飯塚 響,120,9,0.075
5444,林 風音,120,0,0.0
5440,薗頭 心,120,0,0.0
5425,西山 育,118,0,0.0
5442,池田 美優,118,0,0.0
4056,小西 英輝,115,12,0.1043
5429,吉川 颯汰,114,0,0.0
5443,西村 仁吾,113,0,0.0
3355,橋谷田 佳織,112,2,0.0179
5435,中西 月輝,111,0,0.0
5430,鳥本 智史,109,0,0.0
5431,得山 大輝,109,0,0.0
5108,柴田 愛梨,108,3,0.0278
5428,古園井 綾南,108,0,0.0
5408,中山 鷹輔,105,0,0.0
5421,原田 朱理,105,0,0.0
5162,松尾 怜実,103,3,0.0291
5424,熊倉 幹太,103,2,0.0194
4492,本多 宏和,102,30,0.2941
5423,高橋 嗣穏,101,0,0.0
4998,中村 かなえ,99,12,0.1212
5422,真田 聖也,96,0,0.0
4726,島田 なぎさ,95,9,0.0947
5437,中澤 里桜,90,0,0.0
4663,籾山 佳岳,84,20,0.2381
3419,栗原 謙治,84,2,0.0238
4818,伏見 俊介,82,8,0.0976
3414,加瀬 智宏,79,9,0.1139
3736,岡本 猛,79,9,0.1139
5460,早川 理稀,75,1,0.0133
3462,竹上 真司,74,10,0.1351
5171,清水 未唯,73,6,0.0822
5072,吉田 杏美,73,3,0.0411
5471,田中 結,67,0,0.0
5455,澁澤 周羽,65,0,0.0
5414,中澤 英里,62,0,0.0
5457,山田 陽翔,62,0,0.0
5456,今村 天次朗,61,0,0.0
5453,久保 翔耶,60,1,0.0167
5454,谷島 咲希,59,0,0.0
5468,山口 隼人,58,0,0.0
5469,今泉 博人,57,0,0.0
5458,田中 大輝,56,0,0.0
4078,渡辺 史之,55,5,0.0909
5450,藤本 遼磨,55,1,0.0182
5448,福田 柊人,55,0,0.0
3855,大熊 辰弥,54,0,0.0
5467,野村 羽玖,54,1,0.0185
4690,高石 梨菜,54,10,0.1852
5463,出口 飛龍,54,0,0.0
4005,瀬川 公則,53,3,0.0566
3943,三松 直美,53,0,0.0
5447,岡本 亜子,53,0,0.0
5227,川原 愛未,52,2,0.0385
4340,土性 雅也,52,2,0.0385
3273,石田 豪,51,5,0.098
5452,上馬場 風依,51,0,0.0
3600,玄馬 徹,49,4,0.0816
5466,成田 華音,48,0,0.0
5445,一ノ木 匠,48,0,0.0
5470,坂口 諒宗,47,0,0.0
5461,板頭 里緒,47,0,0.0
5462,山浦 槙,46,0,0.0
5464,宮田 栞,46,0,0.0
5472,中川 海虹,46,0,0.0
5449,堀井 涼平,45,1,0.0222
5459,田中 きら,45,0,0.0
5446,長嶺 真李愛,43,0,0.0
5465,直江 健成,41,0,0.0
3802,森岡 まき,35,2,0.0571
5451,知念 伶奈,34,0,0.0
5056,西岡 成美,34,5,0.1471
3391,鈴木 茂正,27,0,0.0
5215,石丸 小槙,18,2,0.1111
3553,平池 仁志,10,2,0.2
5059,冨田 祥,9,0,0.0
3702,貞兼 淳二,8,0,0.0
4756,渡邉 昌成,4,0,0.0
