racer_number,racer_name,races,wins,win_rate
4025,山本 隆幸,307,80,0.2606
4318,桑原 将光,307,44,0.1433
4182,吉田 和仁,307,30,0.0977
5003,来田 衣織,307,43,0.1401
4594,谷川 祐一,306,62,0.2026
5196,鰐部 太空海,306,89,0.2908
5161,登玉 隼百,306,62,0.2026
4654,篠田 優也,306,67,0.219
4568,廣瀬 真也,306,60,0.1961
3885,久田 武,306,46,0.1503
4872,山下 流心,306,34,0.1111
4371,西山 貴浩,306,63,0.2059
5301,岩下 巧斗,305,44,0.1443
3381,滝沢 芳行,305,42,0.1377
3517,高橋 勲,305,54,0.177
4630,岩永 雅人,305,57,0.1869
4979,中野 夢斗,305,48,0.1574
5155,内山 七海,305,61,0.2
3891,谷口 健一,305,16,0.0525
3340,池田 雷太,305,33,0.1082
4711,前出 達吉,305,50,0.1639
4401,小林 泰,305,61,0.2
4009,小林 一樹,305,60,0.1967
3947,寺本 昇平,304,32,0.1053
4031,飯島 誠,304,33,0.1086
5286,坂井 滉哉,304,33,0.1086
4224,大橋 栄里佳,304,46,0.1513
4243,西村 歩,304,54,0.1776
4196,田中 太一郎,304,33,0.1086
3843,上之 晃弘,304,39,0.1283
4857,加藤 翔馬,304,89,0.2928
3508,久富 政弘,304,41,0.1349
3737,上平 真二,304,82,0.2697
4144,石塚 久也,303,58,0.1914
4200,早川 尚人,303,22,0.0726
3643,米田 隆弘,303,40,0.132
3430,角浜 修,303,34,0.1122
4553,坪口 竜也,303,62,0.2046
3771,折下 寛法,303,48,0.1584
5081,篠原 飛翔,303,57,0.1881
4973,栗原 直也,303,46,0.1518
4117,廣中 智紗衣,303,51,0.1683
3804,中渡 修作,303,32,0.1056
4847,佐藤 隆太郎,302,80,0.2649
4794,和田 拓也,302,91,0.3013
5243,三馬 崇史,302,58,0.1921
3684,清水 攻二,302,51,0.1689
4108,吉村 正明,302,67,0.2219
4521,小池 公生,302,55,0.1821
5093,浦野 海,302,43,0.1424
5110,杉山 喜一,302,42,0.1391
4550,石岡 将太,302,41,0.1358
5264,登 みひ果,302,31,0.1026
3690,河合 三弘,302,28,0.0927
4116,川田 正人,302,33,0.1093
4816,村松 修二,302,62,0.2053
4226,村田 浩司,302,35,0.1159
4685,島村 隆幸,302,102,0.3377
4900,中田 夕貴,301,52,0.1728
4791,黒澤 めぐみ,301,52,0.1728
3826,村田 修次,301,49,0.1628
4100,松田 隆司,301,46,0.1528
3581,加木 郁,301,31,0.103
4948,木場 悠介,301,47,0.1561
4555,富永 大一,301,40,0.1329
4489,岩川 仁士,301,47,0.1561
5092,篠原 晟弥,301,76,0.2525
4821,妻鳥 晋也,301,44,0.1462
5143,常盤 海心,301,16,0.0532
4571,菅 章哉,301,105,0.3488
4918,川島 拓郎,301,38,0.1262
4894,原村 拓也,301,29,0.0963
3564,桑原 啓,301,36,0.1196
3584,佐々木 英樹,301,30,0.0997
5005,石田 貴洋,300,57,0.19
3807,岡部 哲,300,26,0.0867
4487,三原 司,300,31,0.1033
4924,中北 涼,300,18,0.06
4695,尾崎 雄二,300,47,0.1567
4497,桑原 悠,300,93,0.31
3703,鳥飼 眞,300,62,0.2067
4450,平高 奈菜,300,64,0.2133
3434,松尾 宣邦,300,30,0.1
3708,岡部 貴司,300,35,0.1167
4680,後藤 美翼,300,29,0.0967
5340,樋江井 舞,300,15,0.05
3839,川合 理司,300,18,0.06
3385,渡邉 睦広,300,49,0.1633
4346,前田 健太郎,300,45,0.15
4119,泥谷 一毅,300,52,0.1733
3484,芝田 浩治,300,63,0.21
5150,坂本 雄紀,299,75,0.2508
3619,長谷川 充,299,36,0.1204
4327,加藤 翔,299,24,0.0803
4797,中山 将,299,74,0.2475
4374,永田 義紘,299,35,0.1171
4150,山田 雄太,299,63,0.2107
3870,寺嶋 雄,299,31,0.1037
4895,門間 雄大,299,42,0.1405
4060,島田 一生,299,46,0.1538
5273,山下 拓巳,299,34,0.1137
