stadium_number,entry_course_actual,race_wind_direction_number,races,wins,win_rate,nige_wins,nige_rate,low_sample
1,1,10,1161,579,0.4987,558,0.4806,0
1,1,12,207,86,0.4155,82,0.3961,0
1,1,14,28,13,0.4643,13,0.4643,0
1,1,17,339,183,0.5398,175,0.5162,0
1,1,2,420,217,0.5167,207,0.4929,0
1,1,4,481,220,0.4574,205,0.4262,0
1,1,6,239,142,0.5941,136,0.569,0
1,1,8,474,233,0.4916,228,0.481,0
1,2,10,1161,131,0.1128,0,0.0,0
1,2,12,207,32,0.1546,0,0.0,0
1,2,14,28,0,0.0,0,0.0,0
1,2,17,339,34,0.1003,0,0.0,0
1,2,2,420,51,0.1214,0,0.0,0
1,2,4,481,72,0.1497,0,0.0,0
1,2,6,239,20,0.0837,0,0.0,0
1,2,8,474,59,0.1245,0,0.0,0
1,3,10,1161,153,0.1318,0,0.0,0
1,3,12,207,28,0.1353,0,0.0,0
1,3,14,28,9,0.3214,0,0.0,0
1,3,17,339,43,0.1268,0,0.0,0
1,3,2,420,51,0.1214,0,0.0,0
1,3,4,481,66,0.1372,0,0.0,0
1,3,6,239,32,0.1339,0,0.0,0
1,3,8,474,59,0.1245,0,0.0,0
1,4,10,1161,167,0.1438,0,0.0,0
1,4,12,207,30,0.1449,0,0.0,0
1,4,14,28,5,0.1786,0,0.0,0
1,4,17,339,37,0.1091,0,0.0,0
1,4,2,420,45,0.1071,0,0.0,0
1,4,4,481,72,0.1497,0,0.0,0
1,4,6,239,21,0.0879,0,0.0,0
1,4,8,474,72,0.1519,0,0.0,0
1,5,10,1161,105,0.0904,0,0.0,0
1,5,12,207,28,0.1353,0,0.0,0
1,5,14,28,1,0.0357,0,0.0,0
1,5,17,338,37,0.1095,0,0.0,0
1,5,2,420,43,0.1024,0,0.0,0
1,5,4,481,39,0.0811,0,0.0,0
1,5,6,239,13,0.0544,0,0.0,0
1,5,8,474,35,0.0738,0,0.0,0
1,6,10,1155,26,0.0225,0,0.0,0
1,6,12,205,3,0.0146,0,0.0,0
1,6,14,28,0,0.0,0,0.0,0
1,6,17,334,5,0.015,0,0.0,0
1,6,2,411,13,0.0316,0,0.0,0
1,6,4,477,12,0.0252,0,0.0,0
1,6,6,239,10,0.0418,0,0.0,0
1,6,8,473,16,0.0338,0,0.0,0
10,1,10,38,25,0.6579,24,0.6316,0
10,1,12,1008,525,0.5208,500,0.496,0
10,1,14,135,67,0.4963,64,0.4741,0
10,1,16,118,56,0.4746,56,0.4746,0
10,1,17,76,41,0.5395,38,0.5,0
10,1,2,529,272,0.5142,267,0.5047,0
10,1,4,803,403,0.5019,381,0.4745,0
10,1,6,479,263,0.5491,243,0.5073,0
10,1,8,66,42,0.6364,40,0.6061,0
10,2,10,38,5,0.1316,0,0.0,0
10,2,12,1008,142,0.1409,0,0.0,0
10,2,14,135,24,0.1778,0,0.0,0
10,2,16,118,22,0.1864,0,0.0,0
10,2,17,76,9,0.1184,0,0.0,0
10,2,2,529,65,0.1229,0,0.0,0
10,2,4,803,135,0.1681,0,0.0,0
10,2,6,479,70,0.1461,0,0.0,0
10,2,8,66,10,0.1515,0,0.0,0
10,3,10,38,5,0.1316,0,0.0,0
10,3,12,1008,135,0.1339,0,0.0,0
10,3,14,135,20,0.1481,0,0.0,0
10,3,16,118,14,0.1186,0,0.0,0
10,3,17,76,8,0.1053,0,0.0,0
10,3,2,529,80,0.1512,0,0.0,0
10,3,4,803,127,0.1582,0,0.0,0
10,3,6,479,76,0.1587,0,0.0,0
10,3,8,66,7,0.1061,0,0.0,0
10,4,10,38,3,0.0789,0,0.0,0
10,4,12,1008,111,0.1101,0,0.0,0
10,4,14,135,13,0.0963,0,0.0,0
10,4,16,118,14,0.1186,0,0.0,0
10,4,17,76,11,0.1447,0,0.0,0
10,4,2,529,62,0.1172,0,0.0,0
10,4,4,803,82,0.1021,0,0.0,0
10,4,6,479,36,0.0752,0,0.0,0
10,4,8,66,3,0.0455,0,0.0,0
10,5,10,38,0,0.0,0,0.0,0
10,5,12,1007,69,0.0685,0,0.0,0
10,5,14,135,7,0.0519,0,0.0,0
10,5,16,118,10,0.0847,0,0.0,0
10,5,17,76,6,0.0789,0,0.0,0
10,5,2,529,39,0.0737,0,0.0,0
10,5,4,803,48,0.0598,0,0.0,0
10,5,6,479,25,0.0522,0,0.0,0
10,5,8,66,3,0.0455,0,0.0,0
10,6,10,37,0,0.0,0,0.0,0
10,6,12,1001,26,0.026,0,0.0,0
10,6,14,134,4,0.0299,0,0.0,0
10,6,16,116,2,0.0172,0,0.0,0
10,6,17,74,1,0.0135,0,0.0,0
10,6,2,522,11,0.0211,0,0.0,0
10,6,4,796,8,0.0101,0,0.0,0
10,6,6,476,9,0.0189,0,0.0,0
10,6,8,66,1,0.0152,0,0.0,0
11,1,1,61,27,0.4426,26,0.4262,0
11,1,11,106,64,0.6038,63,0.5943,0
11,1,13,312,148,0.4744,142,0.4551,0
11,1,15,464,233,0.5022,225,0.4849,0
11,1,17,280,146,0.5214,142,0.5071,0
11,1,3,199,104,0.5226,101,0.5075,0
11,1,5,296,166,0.5608,157,0.5304,0
11,1,7,1429,760,0.5318,727,0.5087,0
11,1,9,191,101,0.5288,100,0.5236,0
11,2,1,61,9,0.1475,0,0.0,0
11,2,11,106,12,0.1132,0,0.0,0
11,2,13,312,41,0.1314,0,0.0,0
11,2,15,464,63,0.1358,0,0.0,0
11,2,17,280,32,0.1143,0,0.0,0
11,2,3,199,26,0.1307,0,0.0,0
11,2,5,296,34,0.1149,0,0.0,0
11,2,7,1429,201,0.1407,0,0.0,0
11,2,9,191,32,0.1675,0,0.0,0
11,3,1,61,14,0.2295,0,0.0,0
11,3,11,106,14,0.1321,0,0.0,0
11,3,13,312,48,0.1538,0,0.0,0
11,3,15,464,65,0.1401,0,0.0,0
11,3,17,280,35,0.125,0,0.0,0
11,3,3,199,29,0.1457,0,0.0,0
11,3,5,296,41,0.1385,0,0.0,0
11,3,7,1429,215,0.1505,0,0.0,0
11,3,9,191,23,0.1204,0,0.0,0
11,4,1,61,8,0.1311,0,0.0,0
11,4,11,106,13,0.1226,0,0.0,0
11,4,13,312,32,0.1026,0,0.0,0
11,4,15,464,49,0.1056,0,0.0,0
11,4,17,280,36,0.1286,0,0.0,0
11,4,3,199,17,0.0854,0,0.0,0
11,4,5,296,32,0.1081,0,0.0,0
11,4,7,1429,145,0.1015,0,0.0,0
11,4,9,191,24,0.1257,0,0.0,0
11,5,1,61,3,0.0492,0,0.0,0
11,5,11,106,3,0.0283,0,0.0,0
11,5,13,312,28,0.0897,0,0.0,0
11,5,15,464,43,0.0927,0,0.0,0
11,5,17,280,24,0.0857,0,0.0,0
11,5,3,199,19,0.0955,0,0.0,0
11,5,5,296,18,0.0608,0,0.0,0
11,5,7,1429,90,0.063,0,0.0,0
11,5,9,191,8,0.0419,0,0.0,0
11,6,1,61,0,0.0,0,0.0,0
11,6,11,103,0,0.0,0,0.0,0
11,6,13,309,15,0.0485,0,0.0,0
11,6,15,458,11,0.024,0,0.0,0
11,6,17,274,7,0.0255,0,0.0,0
11,6,3,197,4,0.0203,0,0.0,0
11,6,5,293,5,0.0171,0,0.0,0
11,6,7,1413,18,0.0127,0,0.0,0
11,6,9,186,3,0.0161,0,0.0,0
12,1,11,484,257,0.531,243,0.5021,0
12,1,13,503,260,0.5169,247,0.4911,0
12,1,17,1194,673,0.5637,647,0.5419,0
12,1,5,783,462,0.59,447,0.5709,0
12,1,7,372,219,0.5887,207,0.5565,0
12,2,11,484,59,0.1219,0,0.0,0
12,2,13,503,72,0.1431,0,0.0,0
12,2,17,1194,179,0.1499,0,0.0,0
12,2,5,783,110,0.1405,0,0.0,0
12,2,7,372,53,0.1425,0,0.0,0
12,3,11,484,67,0.1384,0,0.0,0
12,3,13,503,81,0.161,0,0.0,0
12,3,17,1194,132,0.1106,0,0.0,0
12,3,5,783,84,0.1073,0,0.0,0
12,3,7,372,39,0.1048,0,0.0,0
12,4,11,484,60,0.124,0,0.0,0
12,4,13,503,53,0.1054,0,0.0,0
12,4,17,1194,121,0.1013,0,0.0,0
12,4,5,783,74,0.0945,0,0.0,0
12,4,7,372,43,0.1156,0,0.0,0
12,5,11,484,29,0.0599,0,0.0,0
12,5,13,503,28,0.0557,0,0.0,0
12,5,17,1194,69,0.0578,0,0.0,0
12,5,5,783,41,0.0524,0,0.0,0
12,5,7,372,16,0.043,0,0.0,0
12,6,11,482,12,0.0249,0,0.0,0
12,6,13,499,9,0.018,0,0.0,0
12,6,17,1182,19,0.0161,0,0.0,0
12,6,5,776,12,0.0155,0,0.0,0
12,6,7,365,2,0.0055,0,0.0,0
13,1,10,267,163,0.6105,155,0.5805,0
13,1,12,1010,610,0.604,590,0.5842,0
13,1,14,747,447,0.5984,437,0.585,0
13,1,16,133,73,0.5489,70,0.5263,0
13,1,17,288,170,0.5903,164,0.5694,0
13,1,2,55,30,0.5455,28,0.5091,0
13,1,4,347,199,0.5735,190,0.5476,0
13,1,6,276,147,0.5326,141,0.5109,0
13,1,8,79,41,0.519,41,0.519,0
13,2,10,267,30,0.1124,0,0.0,0
13,2,12,1010,105,0.104,0,0.0,0
13,2,14,747,63,0.0843,0,0.0,0
13,2,16,133,17,0.1278,0,0.0,0
13,2,17,288,41,0.1424,0,0.0,0
13,2,2,55,9,0.1636,0,0.0,0
13,2,4,347,53,0.1527,0,0.0,0
13,2,6,276,57,0.2065,0,0.0,0
13,2,8,79,16,0.2025,0,0.0,0
13,3,10,267,32,0.1199,0,0.0,0
13,3,12,1010,114,0.1129,0,0.0,0
13,3,14,747,93,0.1245,0,0.0,0
13,3,16,133,18,0.1353,0,0.0,0
13,3,17,288,33,0.1146,0,0.0,0
13,3,2,55,9,0.1636,0,0.0,0
13,3,4,347,48,0.1383,0,0.0,0
13,3,6,276,21,0.0761,0,0.0,0
13,3,8,79,7,0.0886,0,0.0,0
13,4,10,267,26,0.0974,0,0.0,0
13,4,12,1010,113,0.1119,0,0.0,0
13,4,14,747,79,0.1058,0,0.0,0
13,4,16,133,12,0.0902,0,0.0,0
13,4,17,288,24,0.0833,0,0.0,0
13,4,2,55,5,0.0909,0,0.0,0
13,4,4,347,23,0.0663,0,0.0,0
13,4,6,276,35,0.1268,0,0.0,0
13,4,8,79,7,0.0886,0,0.0,0
13,5,10,267,10,0.0375,0,0.0,0
13,5,12,1010,55,0.0545,0,0.0,0
13,5,14,747,48,0.0643,0,0.0,0
13,5,16,133,11,0.0827,0,0.0,0
13,5,17,288,12,0.0417,0,0.0,0
13,5,2,55,2,0.0364,0,0.0,0
13,5,4,346,20,0.0578,0,0.0,0
13,5,6,276,11,0.0399,0,0.0,0
13,5,8,79,7,0.0886,0,0.0,0
13,6,10,261,6,0.023,0,0.0,0
13,6,12,999,13,0.013,0,0.0,0
13,6,14,737,16,0.0217,0,0.0,0
13,6,16,132,2,0.0152,0,0.0,0
13,6,17,287,8,0.0279,0,0.0,0
13,6,2,55,0,0.0,0,0.0,0
13,6,4,342,4,0.0117,0,0.0,0
13,6,6,274,5,0.0182,0,0.0,0
13,6,8,77,1,0.013,0,0.0,0
14,1,1,23,16,0.6957,15,0.6522,0
14,1,11,431,193,0.4478,187,0.4339,0
14,1,13,852,430,0.5047,417,0.4894,0
14,1,15,29,12,0.4138,12,0.4138,0
14,1,17,136,74,0.5441,71,0.5221,0
14,1,3,175,83,0.4743,78,0.4457,0
14,1,5,1112,530,0.4766,510,0.4586,0
14,1,7,223,108,0.4843,103,0.4619,0
14,1,9,38,21,0.5526,21,0.5526,0
14,2,1,23,3,0.1304,0,0.0,0
14,2,11,431,55,0.1276,0,0.0,0
14,2,13,852,115,0.135,0,0.0,0
14,2,15,29,4,0.1379,0,0.0,0
14,2,17,136,19,0.1397,0,0.0,0
14,2,3,175,18,0.1029,0,0.0,0
14,2,5,1112,173,0.1556,0,0.0,0
14,2,7,223,40,0.1794,0,0.0,0
14,2,9,38,5,0.1316,0,0.0,0
14,3,1,23,1,0.0435,0,0.0,0
14,3,11,431,72,0.1671,0,0.0,0
14,3,13,852,124,0.1455,0,0.0,0
14,3,15,29,9,0.3103,0,0.0,0
14,3,17,136,19,0.1397,0,0.0,0
14,3,3,175,29,0.1657,0,0.0,0
14,3,5,1112,184,0.1655,0,0.0,0
14,3,7,223,33,0.148,0,0.0,0
14,3,9,38,6,0.1579,0,0.0,0
14,4,1,23,2,0.087,0,0.0,0
14,4,11,431,61,0.1415,0,0.0,0
14,4,13,852,96,0.1127,0,0.0,0
14,4,15,29,2,0.069,0,0.0,0
14,4,17,136,12,0.0882,0,0.0,0
14,4,3,175,31,0.1771,0,0.0,0
14,4,5,1112,117,0.1052,0,0.0,0
14,4,7,223,23,0.1031,0,0.0,0
14,4,9,38,3,0.0789,0,0.0,0
14,5,1,23,1,0.0435,0,0.0,0
14,5,11,431,42,0.0974,0,0.0,0
14,5,13,852,67,0.0786,0,0.0,0
14,5,15,29,1,0.0345,0,0.0,0
14,5,17,136,11,0.0809,0,0.0,0
14,5,3,175,12,0.0686,0,0.0,0
14,5,5,1112,81,0.0728,0,0.0,0
14,5,7,223,16,0.0717,0,0.0,0
14,5,9,38,2,0.0526,0,0.0,0
14,6,1,22,0,0.0,0,0.0,0
14,6,11,427,8,0.0187,0,0.0,0
14,6,13,845,20,0.0237,0,0.0,0
14,6,15,29,1,0.0345,0,0.0,0
14,6,17,136,1,0.0074,0,0.0,0
14,6,3,174,2,0.0115,0,0.0,0
14,6,5,1093,27,0.0247,0,0.0,0
14,6,7,220,3,0.0136,0,0.0,0
14,6,9,38,1,0.0263,0,0.0,0
15,1,1,256,136,0.5312,134,0.5234,0
15,1,11,486,276,0.5679,265,0.5453,0
15,1,13,671,379,0.5648,366,0.5455,0
15,1,15,553,287,0.519,274,0.4955,0
15,1,17,20,14,0.7,14,0.7,0
15,1,3,275,160,0.5818,151,0.5491,0
15,1,5,186,107,0.5753,106,0.5699,0
15,1,7,150,92,0.6133,90,0.6,0
15,1,9,626,351,0.5607,336,0.5367,0
15,2,1,256,40,0.1562,0,0.0,0
15,2,11,486,60,0.1235,0,0.0,0
15,2,13,671,87,0.1297,0,0.0,0
15,2,15,553,72,0.1302,0,0.0,0
15,2,17,20,3,0.15,0,0.0,0
15,2,3,275,33,0.12,0,0.0,0
15,2,5,186,28,0.1505,0,0.0,0
15,2,7,150,21,0.14,0,0.0,0
15,2,9,626,79,0.1262,0,0.0,0
15,3,1,256,24,0.0938,0,0.0,0
15,3,11,486,58,0.1193,0,0.0,0
15,3,13,671,88,0.1311,0,0.0,0
15,3,15,553,79,0.1429,0,0.0,0
15,3,17,20,1,0.05,0,0.0,0
15,3,3,275,40,0.1455,0,0.0,0
15,3,5,186,16,0.086,0,0.0,0
15,3,7,150,14,0.0933,0,0.0,0
15,3,9,626,81,0.1294,0,0.0,0
15,4,1,256,26,0.1016,0,0.0,0
15,4,11,486,46,0.0947,0,0.0,0
15,4,13,671,59,0.0879,0,0.0,0
15,4,15,553,64,0.1157,0,0.0,0
